mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller	ILMN_cov	ONT_cov	UG_cov	Fbeta_1	Fbeta_recall_1.5	Fbeta_recall_2.00	Fbeta_recall_4.00	Fbeta_precision_1.5	Fbeta_precision_2.0	Fbeta_precision_4.0	Youdens_J_Index	MCC
Ods5xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods5xUds15x_HG006_sup-PAY77227_0	377862616	377862610	5	1	335	0.005847953216	0.1666666667	0.9999991134	0.9970238095	0.002976190476	0.002976190476	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	15	0.005847953216	0.007214209011	0.01388888889	0.02345741504	0.004918325911	0.003703703704	0.003333481818	0.1666657801	0.02227166141
Ods5xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods5xUds5x_HG006_sup-PAY77227_0	377862616	377862610	5	1	336	0.00583090379	0.1666666667	0.9999991108	0.9970326409	0.00296735905	0.00296735905	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	5	0.00583090379	0.007193354501	0.01385041551	0.02339649514	0.004903904122	0.003692762186	0.003323611707	0.1666657775	0.02223859253
Ods5xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods5xUds30x_HG006_sup-PAY77227_0	377862616	377862610	5	1	338	0.005797101449	0.1666666667	0.9999991055	0.9970501475	0.002949852507	0.002949852507	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	30	0.005797101449	0.007152005114	0.01377410468	0.0232755997	0.004875312797	0.003671071953	0.0033040458	0.1666657722	0.02217289428
Ods5xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods5xUds20x_HG006_sup-PAY77227_0	377862616	377862610	5	1	345	0.005681818182	0.1666666667	0.999999087	0.9971098266	0.00289017341	0.00289017341	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	20	0.005681818182	0.007010952006	0.01351351351	0.02286212985	0.004777816123	0.003597122302	0.003237342639	0.1666657536	0.02194745371
Ods10xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods10xUds40x_HG006_sup-PAY77227_0	377862616	377862610	5	1	398	0.004938271605	0.1666666667	0.9999989467	0.9974937343	0.002506265664	0.002506265664	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	40	0.004938271605	0.006100060206	0.01182033097	0.02015173131	0.004149521728	0.003121098627	0.002808110373	0.1666656134	0.02043785945
Ods10xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods10xUds5x_HG006_sup-PAY77227_0	377862616	377862610	5	1	406	0.004842615012	0.1666666667	0.9999989255	0.9975429975	0.002457002457	0.002457002457	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	5	0.004842615012	0.005982731726	0.01160092807	0.01979745674	0.004068759208	0.00305997552	0.0027530136	0.1666655922	0.02023599674
Ods15xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods15xUds15x_HG006_sup-PAY77227_0	377862616	377862610	5	1	430	0.004576659039	0.1666666667	0.999998862	0.9976798144	0.002320185615	0.002320185615	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	15	15	0.004576659039	0.005656349277	0.01098901099	0.01880562793	0.003844293693	0.00289017341	0.002599974521	0.1666655287	0.019664505
Ods5x_HG006_sup-PAY77227_0-ont-sentdont-DEL_gt50	DEL_gt50	Ods5x_HG006_sup-PAY77227_0	377862616	377862610	6	0	52		0	0.9999998624	1	0	0	HG006	clinvar_genes	-1	-2	ont	sentdont	0	5	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	-0.000000137616138	-0.00000004674588041
I0-1x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I0-1x_HG006_grapev2_0	377862616	377862610	6	0	5		0	0.9999999868	1	0	0	HG006	clinvar_genes	-1	-2	sent	sentd	0.1	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	-0.00000001323232302	-0.00000001449528307
I0-5x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I0-5x_HG006_grapev2_0	377862616	377862610	6	0	44		0	0.9999998836	1	0	0	HG006	clinvar_genes	-1	-2	sent	sentd	0.5	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	-0.000000116444427	-0.00000004299995634
I1-5x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I1-5x_HG006_grapev2_0	377862616	377862610	6	0	98		0	0.9999997406	1	0	0	HG006	clinvar_genes	-1	-2	sent	sentd	1.5	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	-0.000000259353458	-0.00000006417334589
I1x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I1x_HG006_grapev2_0	377862616	377862610	6	0	71		0	0.9999998121	1	0	0	HG006	clinvar_genes	-1	-2	sent	sentd	1	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	-0.000000187898948	-0.00000005462240717
Uds5x_HG006_408622-Z0116_0-ug-sentdug-DEL_gt50	DEL_gt50	Uds5x_HG006_408622-Z0116_0	377862616	377862610	6	0	104		0	0.9999997248	1	0	0	HG006	clinvar_genes	-1	-2	ug	sentdug	0	0	5	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	-0.000000275232237	-0.00000006610865351
Ods5xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods5xUds20x_HG006_sup-PAY77227_0	377862616	377860218	712	1686	1330	0.6228297008	0.7030859049	0.9999964802	0.4409814324	0.5590185676	0.5590185676	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	20	0.6228297008	0.6371033687	0.6686230964	0.6835323116	0.6092077478	0.5829069285	0.5718051638	0.7030823851	0.6269248624
Ods5xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods5xUds40x_HG006_sup-PAY77227_0	377862616	377860251	604	1761	1530	0.6227015559	0.7446088795	0.9999959509	0.4649042844	0.5350957156	0.5350957156	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	40	0.6227015559	0.6433754129	0.6905340758	0.7135947414	0.6033517809	0.5670036706	0.5520472532	0.7446048304	0.6312160203
Ods10xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds40x_HG006_sup-PAY77227_0	377862616	377860234	524	1858	1764	0.6189207195	0.7800167926	0.9999953316	0.4870237438	0.5129762562	0.5129762562	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	40	0.6189207195	0.6450689687	0.7064638783	0.7374064437	0.5948551597	0.5506816835	0.5328856008	0.7800121242	0.6325556241
Ods5xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods5xUds30x_HG006_sup-PAY77227_0	377862616	377860236	658	1722	1465	0.6186455901	0.7235294118	0.9999961229	0.4596799498	0.5403200502	0.5403200502	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	30	0.6186455901	0.6367625485	0.677579287	0.6972850995	0.6015636332	0.5691433104	0.555675497	0.7235255347	0.6252472257
Ods5xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods5xUds15x_HG006_sup-PAY77227_0	377862616	377860261	757	1598	1220	0.6178233134	0.6785562633	0.9999967713	0.4329311568	0.5670688432	0.5670688432	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	15	0.6178233134	0.6288705908	0.6528844582	0.6640642601	0.6071780042	0.5863359507	0.5774222494	0.6785530346	0.6203103457
Ods10xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds30x_HG006_sup-PAY77227_0	377862616	377860218	577	1821	1729	0.6123066577	0.759382819	0.9999954243	0.4870422535	0.5129577465	0.5129577465	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	30	0.6123066577	0.6365022886	0.6928169228	0.7209387034	0.5899255062	0.5485600675	0.5317905278	0.7593782433	0.624121617
Ods10xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds20x_HG006_sup-PAY77227_0	377862616	377860197	646	1773	1601	0.6121180735	0.732947499	0.999995763	0.4745109662	0.5254890338	0.5254890338	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	20	0.6121180735	0.6325860504	0.6793103448	0.7021764707	0.5929695211	0.5570216777	0.542238397	0.732943262	0.6206064723
Ods10xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds15x_HG006_sup-PAY77227_0	377862616	377860233	686	1697	1489	0.6094451428	0.7121275703	0.9999960594	0.4673571877	0.5326428123	0.5326428123	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	15	0.6094451428	0.6271950636	0.6671646485	0.6864514408	0.5927041942	0.5609175646	0.5477077878	0.7121236297	0.6158784295
Ods15xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods15xUds20x_HG006_sup-PAY77227_0	377862616	377860210	608	1798	1708	0.6082543978	0.7472984206	0.9999954798	0.4871648602	0.5128351398	0.5128351398	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	15	20	0.6082543978	0.6313088937	0.6846915461	0.7112056284	0.5868649218	0.5471698113	0.531017027	0.7472939004	0.6190616847
Ods15xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods15xUds40x_HG006_sup-PAY77227_0	377862616	377860219	514	1883	1915	0.6079096045	0.7855652899	0.999994932	0.5042127435	0.4957872565	0.4957872565	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	15	40	0.6079096045	0.6361459886	0.7033467802	0.7377044063	0.582121797	0.5352777304	0.5165829287	0.785560222	0.6240750585
Ods15xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods15xUds30x_HG006_sup-PAY77227_0	377862616	377860212	549	1855	1849	0.607400131	0.7716306156	0.9999951067	0.4991900648	0.5008099352	0.5008099352	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	15	30	0.607400131	0.6338794275	0.6963213213	0.7279357725	0.583090196	0.5386178862	0.5207559604	0.7716257223	0.6216403356
Ods20xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods20xUds20x_HG006_sup-PAY77227_0	377862616	377860214	590	1812	1770	0.6056149733	0.7543713572	0.9999953157	0.4941373534	0.5058626466	0.5058626466	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	20	20	0.6056149733	0.6299978505	0.686884003	0.7153624846	0.5830917245	0.5415421399	0.5247268942	0.754366673	0.6177416481
Ods20xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods20xUds40x_HG006_sup-PAY77227_0	377862616	377860216	487	1913	2017	0.6044233807	0.7970833333	0.9999946621	0.5132315522	0.4867684478	0.4867684478	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	20	40	0.6044233807	0.6345251501	0.706947524	0.7444066223	0.5770995137	0.5278697572	0.5083670691	0.7970779954	0.6228895499
Ods20xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods20xUds30x_HG006_sup-PAY77227_0	377862616	377860209	534	1873	1920	0.6041935484	0.778147071	0.9999949188	0.5061956235	0.4938043765	0.4938043765	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	20	30	0.6041935484	0.6319196535	0.6977870501	0.7313983888	0.5788458686	0.5327379259	0.5143140386	0.7781419898	0.619878069
Ods5xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods5xUds10x_HG006_sup-PAY77227_0	377862616	377860325	841	1450	1069	0.6029106029	0.6329113924	0.9999971709	0.4243747519	0.5756252481	0.5756252481	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	10	0.6029106029	0.6085724419	0.6205597877	0.6259961146	0.5973639307	0.5862375677	0.5813678329	0.6329085633	0.6035865639
Uds20x_HG006_408622-Z0116_0-ug-sentdug-Indel_50	Indel_50	Uds20x_HG006_408622-Z0116_0	377862616	377860101	735	1780	1612	0.6026747926	0.7077534791	0.9999957339	0.4752358491	0.5247641509	0.5247641509	HG006	clinvar_genes	-1	-2	ug	sentdug	0	0	20	0.6026747926	0.6207637885	0.6616116563	0.6813793104	0.5856426588	0.5533793446	0.5400007432	0.707749213	0.6094259907
Uds30x_HG006_408622-Z0116_0-ug-sentdug-Indel_50	Indel_50	Uds30x_HG006_408622-Z0116_0	377862616	377860101	735	1780	1612	0.6026747926	0.7077534791	0.9999957339	0.4752358491	0.5247641509	0.5247641509	HG006	clinvar_genes	-1	-2	ug	sentdug	0	0	30	0.6026747926	0.6207637885	0.6616116563	0.6813793104	0.5856426588	0.5533793446	0.5400007432	0.707749213	0.6094259907
Ods30xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods30xUds30x_HG006_sup-PAY77227_0	377862616	377860196	516	1904	1995	0.6026269979	0.7867768595	0.9999947203	0.5116696589	0.4883303411	0.4883303411	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	30	30	0.6026269979	0.631643658	0.7010825539	0.7367933507	0.5762087855	0.5284191829	0.5094185367	0.7867715798	0.6198413987
Ods15xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods15xUds10x_HG006_sup-PAY77227_0	377862616	377860319	718	1579	1368	0.6022120519	0.6874183718	0.9999963796	0.4642008823	0.5357991177	0.5357991177	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	15	10	0.6022120519	0.6172279644	0.6505974454	0.6664835144	0.5879367592	0.5605253816	0.5490140961	0.6874147514	0.6068895378
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds10x_HG006_sup-PAY77227_0	377862616	377860299	764	1553	1297	0.6011225082	0.6702632715	0.9999965675	0.4550877193	0.5449122807	0.5449122807	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	10	0.6011225082	0.613544472	0.6407823073	0.6535744947	0.5892164677	0.5660858788	0.5562653716	0.670259839	0.6043438279
Uds15x_HG006_408622-Z0116_0-ug-sentdug-Indel_50	Indel_50	Uds15x_HG006_408622-Z0116_0	377862616	377860279	778	1559	1292	0.601002313	0.6670945657	0.9999965808	0.4531743248	0.5468256752	0.5468256752	HG006	clinvar_genes	-1	-2	ug	sentdug	0	0	15	0.601002313	0.6129208517	0.6389868022	0.6511964853	0.5895604892	0.5672804017	0.5578004212	0.6670911464	0.6039711856
Ods30xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods30xUds40x_HG006_sup-PAY77227_0	377862616	377860203	475	1938	2102	0.6006508601	0.8031496063	0.9999944371	0.5202970297	0.4797029703	0.4797029703	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	30	40	0.6006508601	0.6319220843	0.7077125329	0.7472241706	0.5723815476	0.5217250848	0.5017549504	0.8031440434	0.6207008729
Ods30xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods30xUds15x_HG006_sup-PAY77227_0	377862616	377860279	614	1723	1693	0.5989918303	0.7372700043	0.9999955195	0.4956088993	0.5043911007	0.5043911007	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	30	15	0.5989918303	0.6218842715	0.6749451583	0.7013272243	0.5777651468	0.5384038498	0.5223986824	0.7372655238	0.6098106026
Ods20xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods20xUds15x_HG006_sup-PAY77227_0	377862616	377860253	640	1723	1673	0.5983677722	0.7291578502	0.9999955725	0.4926383981	0.5073616019	0.5073616019	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	20	15	0.5983677722	0.62020221	0.6705323786	0.69541299	0.5780569455	0.5402270019	0.5247821342	0.7291534226	0.6082295731
Uds40x_HG006_408622-Z0116_0-ug-sentdug-Indel_50	Indel_50	Uds40x_HG006_408622-Z0116_0	377862616	377859803	623	2190	2376	0.5935763654	0.7785282616	0.999993712	0.5203679369	0.4796320631	0.4796320631	HG006	clinvar_genes	-1	-2	ug	sentdug	0	0	40	0.5935763654	0.6226068133	0.6922493362	0.7281588856	0.5671820374	0.5195236514	0.5006065969	0.7785219736	0.6110669495
Ods20xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods20xUds10x_HG006_sup-PAY77227_0	377862616	377860334	714	1568	1434	0.5934897805	0.6871165644	0.999996205	0.4776815456	0.5223184544	0.5223184544	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	20	10	0.5934897805	0.6097981774	0.6463314097	0.6638664129	0.5780604639	0.5486354094	0.5363571123	0.6871127694	0.5990746041
Ods30xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods30xUds10x_HG006_sup-PAY77227_0	377862616	377860360	685	1571	1515	0.588169225	0.6963652482	0.9999959906	0.490926766	0.509073234	0.509073234	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	30	10	0.588169225	0.6066696603	0.6486374897	0.6690427081	0.5707968378	0.5380136986	0.5244671897	0.6963612388	0.595397015
Uds10x_HG006_408622-Z0116_0-ug-sentdug-Indel_50	Indel_50	Uds10x_HG006_408622-Z0116_0	377862616	377860532	871	1213	919	0.575426945	0.5820537428	0.9999975679	0.4310506567	0.5689493433	0.5689493433	HG006	clinvar_genes	-1	-2	ug	sentdug	0	0	10	0.575426945	0.5767156628	0.5793847917	0.5805694283	0.5741464818	0.5715228044	0.5703506905	0.5820513107	0.5754618748
Ods10xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds5x_HG006_sup-PAY77227_0	377862616	377860567	950	1099	828	0.5528169014	0.5363591996	0.9999978087	0.4296834458	0.5703165542	0.5703165542	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	10	5	0.5528169014	0.5495075523	0.5428232737	0.5399276666	0.5561597503	0.5631854054	0.5664031607	0.5363570083	0.553074979
Ods15xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods15xUds15x_HG006_sup-PAY77227_0	377862616	377860593	910	1113	968	0.5423976608	0.5501730104	0.9999974382	0.4651609803	0.5348390197	0.5348390197	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	15	15	0.5423976608	0.5439063516	0.5470362725	0.5484276717	0.540900248	0.5378370542	0.5364707625	0.5501704486	0.542449351
Ods5xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods5xUds5x_HG006_sup-PAY77227_0	377862616	377860569	1045	1002	650	0.5417680454	0.4894968246	0.9999982798	0.3934624697	0.6065375303	0.6065375303	HG006	clinvar_genes	-1	-2	ont	sentdhuo	0	5	5	0.5417680454	0.5306462895	0.5091463415	0.5002110498	0.553342772	0.5788561525	0.5911131608	0.4894951044	0.5448814531
Ods15x_HG006_sup-PAY77227_0-ont-sentdont-Indel_50	Indel_50	Ods15x_HG006_sup-PAY77227_0	377862616	377859703	655	2258	3204	0.5392238806	0.7751458977	0.9999915207	0.5865983156	0.4134016844	0.4134016844	HG006	clinvar_genes	-1	-2	ont	sentdont	0	15	0	0.5392238806	0.5734817277	0.6596938179	0.7065208632	0.5088844165	0.4559589677	0.4355857716	0.7751374184	0.5660757641
I5x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I5x_HG006_grapev2_0	377862616	377860801	234	1581	2502	0.5361139369	0.8710743802	0.9999933786	0.6127847171	0.3872152829	0.3872152829	HG006	clinvar_genes	-1	-2	sent	sentd	5	0	0	0.5361139369	0.5798793888	0.6969055805	0.7649687672	0.4985596803	0.4356091916	0.4122028761	0.8710677587	0.5807669147
Ods10x_HG006_sup-PAY77227_0-ont-sentdont-Indel_50	Indel_50	Ods10x_HG006_sup-PAY77227_0	377862616	377860146	781	1689	2198	0.5313827277	0.683805668	0.9999941831	0.5654746591	0.4345253409	0.4345253409	HG006	clinvar_genes	-1	-2	ont	sentdont	0	10	0	0.5313827277	0.5556940656	0.6134234038	0.6428680142	0.509151257	0.4686979687	0.4525285978	0.6837998511	0.5450935241
I7x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I7x_HG006_grapev2_0	377862616	377860556	122	1938	3334	0.5286415712	0.940776699	0.9999911767	0.6323975721	0.3676024279	0.3676024279	HG006	clinvar_genes	-1	-2	sent	sentd	7	0	0	0.5286415712	0.5783711981	0.7171403197	0.8019742922	0.4868621138	0.4186106791	0.3937847892	0.9407678757	0.5880716381
Ods20x_HG006_sup-PAY77227_0-ont-sentdont-Indel_50	Indel_50	Ods20x_HG006_sup-PAY77227_0	377862616	377859331	608	2677	4170	0.5284247927	0.8149162861	0.9999889643	0.6090258507	0.3909741493	0.3909741493	HG006	clinvar_genes	-1	-2	ont	sentdont	0	20	0	0.5284247927	0.5675888863	0.6696852954	0.7273692025	0.494379071	0.4363772699	0.4145070376	0.8149052504	0.5644515708
I9x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I9x_HG006_grapev2_0	377862616	377860374	77	2165	3905	0.52093359	0.9656556646	0.9999896656	0.6433278418	0.3566721582	0.3566721582	HG006	clinvar_genes	-1	-2	sent	sentd	9	0	0	0.52093359	0.5727001301	0.7198430642	0.8117999669	0.4778272598	0.4081517231	0.3830336449	0.9656453302	0.5868718831
Ods30xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods30xIds5x_HG006_sup-PAY77227_0	377862616	377860562	149	1905	3397	0.5179445351	0.9274586173	0.99999101	0.640701622	0.359298378	0.359298378	HG006	clinvar_genes	-1	-2	ont	sentdhio	5	30	0	0.5179445351	0.5670897898	0.7046160675	0.7889726514	0.4767125172	0.409466082	0.3850397444	0.9274496273	0.5772614495
Ods30x_HG006_sup-PAY77227_0-ont-sentdont-Indel_50	Indel_50	Ods30x_HG006_sup-PAY77227_0	377862616	377858909	535	3172	5434	0.515227808	0.8556784462	0.9999856192	0.6314199396	0.3685800604	0.3685800604	HG006	clinvar_genes	-1	-2	ont	sentdont	0	30	0	0.515227808	0.5588703558	0.6767944013	0.7462132536	0.4779755203	0.4159345414	0.3929942332	0.8556640654	0.561586593
Ods20xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods20xIds5x_HG006_sup-PAY77227_0	377862616	377860560	146	1910	3457	0.5146167318	0.9289883268	0.9999908512	0.6441214831	0.3558785169	0.3558785169	HG006	clinvar_genes	-1	-2	ont	sentdhio	5	20	0	0.5146167318	0.5639918329	0.7026708851	0.7881080854	0.4732655131	0.4059683727	0.3815676134	0.9289791781	0.5749811937
Ods15xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods15xIds5x_HG006_sup-PAY77227_0	377862616	377860545	143	1928	3496	0.5144763175	0.9309512313	0.999990748	0.6445427729	0.3554572271	0.3554572271	HG006	clinvar_genes	-1	-2	ont	sentdhio	5	15	0	0.5144763175	0.563997944	0.7032389845	0.7891330474	0.4730239991	0.4056044095	0.3811721213	0.9309419793	0.5752475139
Ods5xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods5xIds5x_HG006_sup-PAY77227_0	377862616	377860557	139	1920	3495	0.5137811078	0.9324915007	0.9999907506	0.6454293629	0.3545706371	0.3545706371	HG006	clinvar_genes	-1	-2	ont	sentdhio	5	5	0	0.5137811078	0.5634368615	0.7032451835	0.7896293673	0.4722437549	0.404738817	0.3802917741	0.9324822514	0.5750047678
I12x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I12x_HG006_grapev2_0	377862616	377860224	44	2348	4523	0.5069631869	0.9816053512	0.9999880301	0.6582739048	0.3417260952	0.3417260952	HG006	clinvar_genes	-1	-2	sent	sentd	12	0	0	0.5069631869	0.5601209473	0.7141553622	0.8126887389	0.4630992867	0.3929575579	0.3678981912	0.9815933813	0.5791683339
Ods5x_HG006_sup-PAY77227_0-ont-sentdont-Indel_50	Indel_50	Ods5x_HG006_sup-PAY77227_0	377862616	377860355	1110	1151	1169	0.5025103689	0.5090667846	0.9999969063	0.5038793103	0.4961206897	0.4961206897	HG006	clinvar_genes	-1	-2	ont	sentdont	0	5	0	0.5025103689	0.5037838468	0.5064237944	0.5075965105	0.5012457893	0.4986569621	0.4975014175	0.5090636909	0.5025490364
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods10xIds9x_HG006_sup-PAY77227_0	377862616	377860272	35	2309	4546	0.5020110882	0.9850682594	0.9999879692	0.6631655726	0.3368344274	0.3368344274	HG006	clinvar_genes	-1	-2	ont	sentdhio	9	10	0	0.5020110882	0.5554738363	0.7112932044	0.811677167	0.4580148539	0.3878846929	0.3628957847	0.9850562286	0.5760214922
Ods15xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods15xIds9x_HG006_sup-PAY77227_0	377862616	377860281	37	2298	4525	0.5018563005	0.9841541756	0.9999880248	0.6631980067	0.3368019933	0.3368019933	HG006	clinvar_genes	-1	-2	ont	sentdhio	9	15	0	0.5018563005	0.5552644514	0.7108828807	0.8111044282	0.4578994964	0.3878219192	0.3628486979	0.9841422004	0.5757264614
I15x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I15x_HG006_grapev2_0	377862616	377860126	35	2455	4858	0.5008670815	0.9859437751	0.9999871436	0.6642964584	0.3357035416	0.3357035416	HG006	clinvar_genes	-1	-2	sent	sentd	15	0	0	0.5008670815	0.5544021862	0.710646674	0.8114738159	0.456839425	0.3867116124	0.361739099	0.9859309187	0.5753089691
I3x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I3x_HG006_grapev2_0	377862616	377861134	503	979	1454	0.5001277139	0.6605937922	0.999996152	0.5976161118	0.4023838882	0.4023838882	HG006	clinvar_genes	-1	-2	sent	sentd	3	0	0	0.5001277139	0.525165771	0.5854562851	0.6166687216	0.4774110301	0.4365079365	0.4203130946	0.6605899442	0.5155675231
Ods5xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods5xIds9x_HG006_sup-PAY77227_0	377862616	377860265	37	2314	4609	0.499029545	0.9842620162	0.9999878025	0.6657518417	0.3342481583	0.3342481583	HG006	clinvar_genes	-1	-2	ont	sentdhio	9	5	0	0.499029545	0.5524881416	0.7086421265	0.8095160067	0.4550821935	0.385114669	0.3602088338	0.9842498187	0.5735709135
Ods30xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-Indel_50	Indel_50	Ods30xIds15x_HG006_sup-PAY77227_0	377862616	377860121	17	2478	5051	0.4944134078	0.9931863727	0.9999866328	0.6708726258	0.3291273742	0.3291273742	HG006	clinvar_genes	-1	-2	ont	sentdhio	15	30	0	0.4944134078	0.5484743952	0.7076360729	0.8114531441	0.4501325239	0.3799331514	0.3550330184	0.9931730055	0.5717345352
